str_no_string|CHYBÍ TEXT!
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Kapitán kyrysníků
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Ataman kavalerie
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|Setník kyrysníků má za úkol cvičit kozáky a dohlédnout na to, aby uměli výborně střílet z luku.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|Setník má jednoduchý úkol - sestavit z místní šlechty slušnou vojenskou jednotku, vycvičit ji a předat do služby.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|Výcvik elitních vojáků přijde na pěkné peníze, ale rozhodně se vyplatí.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|Na výcvik kyrysníků je potřeba čas a peníze, rozhodně se vyplatí - rotě kyrysníků se může postavit málokdo.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Gardisté sice nejsou tak silní jako husaři, ale svůj úkol plní výborně. Armáda se bez nich dneska neobejde.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|Všichni se můžou přetrhnout, aby se zavděčili novému setníkovi.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|Všichni se můžou přetrhnout, aby se zavděčili novému setníkovi.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|Ve městě je rušno - bešli-aga cvičí nové rekruty tak tvrdě, jako by měli sloužit u samotného chána!
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|Všichni se můžou přetrhnout, aby se zavděčili novému setníkovi.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|Polní ataman kavalerie
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Rotmistr
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Vojvoda
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Karáčí
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Kapitán gardy
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Polní esaul
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Okřídlení rytíři se právem považují za elitní vojsko Rzeczpospolity. Armáda, kde slouží třeba jen jedna rota okřídlených rytířů, má velkou šanci na vítězství.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|Bojarská jízda je výborně vyzbrojená a vycvičená. S její pomocí se lze ubránit jakémukoli nepříteli.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Naše těžká jízda je právem považována za nejlepší z celé Evropy!
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|Naši švédští rejtaři se právem považují za elitní vojsko švédské armády.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|Záporožská armáda sice není početná, ale skvělý výcvik a disciplína z ní dělají na bitevním poli strašlivého protivníka.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|Všude se povídá, že s novými vojsky dozajista zvítězíme.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|Všude se povídá, že s novými vojsky dozajista zvítězíme.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|Všude se povídá, že s novými vojsky dozajista zvítězíme.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|Všude se povídá, že s novými vojsky dozajista zvítězíme.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|Všude se povídá, že s novými vojsky dozajista zvítězíme.
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Kapitán žoldnéřů
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Kapitán žoldnéřů
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Erli-kulu
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Kapitán žoldnéřů
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Kapitán žoldnéřů
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Žoldáků v armádě není nikdy dost - jsou zkušení a umějí se ohánět šavlí. A žoldáci potřebují kapitána, který si pak vybírá ty nejlepší bojovníky.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Žoldáků v armádě není nikdy dost - jsou zkušení a umějí se ohánět šavlí. A žoldáci potřebují kapitána, který si pak vybírá ty nejlepší bojovníky.
str_ms_t_upgrade_officer_mercenary_long_descr_fac3|Žoldáků v armádě není nikdy dost - jsou zkušení a umějí se ohánět šavlí. A žoldáci potřebují kapitána, který si pak vybírá ty nejlepší bojovníky.
str_ms_t_upgrade_officer_mercenary_long_descr_fac4|Žoldáků v armádě není nikdy dost - jsou zkušení a umějí se ohánět šavlí. A žoldáci potřebují kapitána, který si pak vybírá ty nejlepší bojovníky.
str_ms_t_upgrade_officer_mercenary_long_descr_fac5|Žoldáků v armádě není nikdy dost - jsou zkušení a umějí se ohánět šavlí. A žoldáci potřebují kapitána, který si pak vybírá ty nejlepší bojovníky.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac1|Ve městě se jako v dávném Babylonu mísí lidé různých národností: přijela sem spousta žoldnéřů z cizích zemí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac2|Ve městě se jako v dávném Babylonu mísí lidé různých národností: přijela sem spousta žoldnéřů z cizích zemí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac3|Ve městě se jako v dávném Babylonu mísí lidé různých národností: přijela sem spousta žoldnéřů z cizích zemí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac4|Ve městě se jako v dávném Babylonu mísí lidé různých národností: přijela sem spousta žoldnéřů z cizích zemí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac5|Ve městě se jako v dávném Babylonu mísí lidé různých národností: přijela sem spousta žoldnéřů z cizích zemí.
str_ms_v_mill_short_descr_fac1|Mlýn
str_ms_v_mill_short_descr_fac2|Mlýn
str_ms_v_mill_short_descr_fac3|Mlýn
str_ms_v_mill_short_descr_fac4|Mlýn
str_ms_v_mill_short_descr_fac5|Mlýn
str_ms_v_mill_long_descr_fac1|Od té doby, co se lidé naučili péct chleba, je mlýn výborným zdrojem příjmů.
str_ms_v_mill_long_descr_fac2|Od té doby, co se lidé naučili péct chleba, je mlýn výborným zdrojem příjmů.
str_ms_v_mill_long_descr_fac3|Od té doby, co se lidé naučili péct chleba, je mlýn výborným zdrojem příjmů.
str_ms_v_mill_long_descr_fac4|Od té doby, co se lidé naučili péct chleba, je mlýn výborným zdrojem příjmů.
str_ms_v_mill_long_descr_fac5|Od té doby, co se lidé naučili péct chleba, je mlýn výborným zdrojem příjmů.
str_ms_v_mill_remour_descr_fac1|Starý mlynář prý tuze lomil rukama, když se doslechl o novém mlýnu.
str_ms_v_mill_remour_descr_fac2|Mlynář tvrdí, že v tom novém mlýně přisypávají do mouky všelijaké svinstvo.
str_ms_v_mill_remour_descr_fac3|Sláva Alláhovi! Máme teď ve městě víc mlýnů, a pravověrní si mohou vybrat, kde si nechají semlít obilí.
str_ms_v_mill_remour_descr_fac4|Od té doby, co máme nový mlýn, je mouka o trošku levnější.
str_ms_v_mill_remour_descr_fac5|Ten náš mlynář... prý je to čarodějník!
str_ms_v_barn_short_descr_fac1|Sýpka
str_ms_v_barn_short_descr_fac2|Sýpka
str_ms_v_barn_short_descr_fac3|Sýpka
str_ms_v_barn_short_descr_fac4|Sýpka
str_ms_v_barn_short_descr_fac5|Sýpka
str_ms_v_barn_long_descr_fac1|Člověk si na vhodném místě může uložit velkou zásobu obilí. A později ho prodat za výhodnější cenu.
str_ms_v_barn_long_descr_fac2|Člověk si na vhodném místě může uložit velkou zásobu obilí. A později ho prodat za výhodnější cenu.
str_ms_v_barn_long_descr_fac3|Člověk si na vhodném místě může uložit velkou zásobu obilí. A později ho prodat za výhodnější cenu.
str_ms_v_barn_long_descr_fac4|Člověk si na vhodném místě může uložit velkou zásobu obilí. A později ho prodat za výhodnější cenu.
str_ms_v_barn_long_descr_fac5|Člověk si na vhodném místě může uložit velkou zásobu obilí. A později ho prodat za výhodnější cenu.
str_ms_v_barn_remour_descr_fac1|Náš pán prý nemá v nové sýpce uložené jenom obilí, ale taky zlato.
str_ms_v_barn_remour_descr_fac2|Slyšel jsem, že včera vojvodovi vykradli sýpku. Dobře mu tak.
str_ms_v_barn_remour_descr_fac3|Pán naplnil celou sýpku obilím a koncem zimy ho prodá za trojnásobnou cenu.
str_ms_v_barn_remour_descr_fac4|Náš pán je mazaný jako liška. Zásoby obilí nechal v sýpce a časem ho prodá za vyšší cenu.
str_ms_v_barn_remour_descr_fac5|V té nové sýpce sežraly všechno obilí myši - to jsme se nasmáli!
str_ms_v_school_short_descr_fac1|Škola
str_ms_v_school_short_descr_fac2|Farní škola
str_ms_v_school_short_descr_fac3|Škola
str_ms_v_school_short_descr_fac4|Škola
str_ms_v_school_short_descr_fac5|Škola
str_ms_v_school_long_descr_fac1|Když děti naučíte trochu počítat, psát a ctít zákon Boží, vyrostou z nich věrní poddaní.
str_ms_v_school_long_descr_fac2|Když děti naučíte trochu počítat, psát a ctít zákon Boží, vyrostou z nich věrní poddaní.
str_ms_v_school_long_descr_fac3|Když děti naučíte trochu počítat, psát a ctít zákon Boží, vyrostou z nich věrní poddaní.
str_ms_v_school_long_descr_fac4|Když děti naučíte trochu počítat, psát a ctít zákon Boží, vyrostou z nich věrní poddaní.
str_ms_v_school_long_descr_fac5|Když děti naučíte trochu počítat, psát a ctít zákon Boží, vyrostou z nich věrní poddaní.
str_ms_v_school_remour_descr_fac1|Dali syna do školy a teď utrácejí peníze za drahé učebnice.
str_ms_v_school_remour_descr_fac2|Tahle škola, to je pěkně hloupá věc. Kdo teď bude pást husy?
str_ms_v_school_remour_descr_fac3|Posíláme děti do školy. Kdo ví, třeba z některého bude kádí nebo muftí...
str_ms_v_school_remour_descr_fac4|Inu, děti se potřebují naučit číst a psát. Ale bylo by dobré, kdyby se to mohly naučit levněji.
str_ms_v_school_remour_descr_fac5|Kozácké děti nepotřebují umět číst a psát, ale pán přikázal, abychom je posílali do školy. Tak je tam tedy posíláme.
str_ms_v_secret_place_short_descr_fac1|Místní pokladnice
str_ms_v_secret_place_short_descr_fac2|Úspory
str_ms_v_secret_place_short_descr_fac3|Skrýš na zlé časy
str_ms_v_secret_place_short_descr_fac4|Tajný úkryt
str_ms_v_secret_place_short_descr_fac5|Tajná komora
str_ms_v_secret_place_long_descr_fac1|Člověk potřebuje nějaké místo, kam si může po nájezdu schovat nakradený lup.
str_ms_v_secret_place_long_descr_fac2|Ne nadarmo se říká, že kdo šetří, má za tři. Když má člověk úspory, může pověsit zbojnické řemeslo na hřebík.
str_ms_v_secret_place_long_descr_fac3|V těchto nejistých časech není na škodu mít tajnou skrýš. Vždyť za války je i trocha ječmene hotový poklad.
str_ms_v_secret_place_long_descr_fac4|Do tajného úkrytu si člověk může schovat zásoby před nepřáteli.
str_ms_v_secret_place_long_descr_fac5|Špatný hospodář, který nemá tajnou komoru. Vždyť přece co nájezdníci nenajdou, to neseberou.
str_ms_v_secret_place_remour_descr_fac1|Starosta prý má někde schované peníze. Celých dvacet tolarů!
str_ms_v_secret_place_remour_descr_fac2|Starosta si prý někam zahrabal vodku. Mužici už tři dny nesáhli na práci - hledají skrýš.
str_ms_v_secret_place_remour_descr_fac3|Náš pán je náramný tajnůstkář. Postavil si tajnou skrýš, ale nikomu neřekl, kde ji má.
str_ms_v_secret_place_remour_descr_fac4|Spousta zásob prý je schovaná v tajné skrýši. Teď nájezdníci ostrouhají.
str_ms_v_secret_place_remour_descr_fac5|Minulou neděli našli chlapi tajnou skrýš kořalky a sádla. Starostu div zlostí netrefil šlak - vypili a snědli mu všechny zásoby.
str_ms_v_administration_short_descr_fac1|Venkovská hospoda
str_ms_v_administration_short_descr_fac2|Šatlava
str_ms_v_administration_short_descr_fac3|Soudní dvůr
str_ms_v_administration_short_descr_fac4|Strážnice
str_ms_v_administration_short_descr_fac5|Obecní dům
str_ms_v_administration_long_descr_fac1|Venkovská hospoda je pro starostu hotovým požehnáním. Lidé se tu mohou po večerech scházet a řešit důležité věci.
str_ms_v_administration_long_descr_fac2|Když má vesnice šatlavu, je v ní větší pořádek a lidé se tolik nehádají.
str_ms_v_administration_long_descr_fac3|V soudní budově držíme zločince a konají se tu soudy. Slušní lidé se díky tomu mají lépe.
str_ms_v_administration_long_descr_fac4|Na strážnici mají vězení, kam zavírají výtržníky a zloděje. Díky strážnici už ve městě nepořádky netrpíme.
str_ms_v_administration_long_descr_fac5|V obecním domě jsou uloženy důležité listiny. A když někdo z chlapů dělá potíže, můžeme ho tam šoupnout pod zámek, dokud se neuklidní.
str_ms_v_administration_remour_descr_fac1|Včera starosta s fojtem až do rána zasedali v hospodě. Až za svítání je oba odnesli domů.
str_ms_v_administration_remour_descr_fac2|Soused přebral a celou noc tropil neplechu. Potom si poseděl tři dny v chládku.
str_ms_v_administration_remour_descr_fac3|Včera chytili ve vsi zloděje. Naštěstí máme na soudu vězeňskou celu, kam ho zavřeli, dokud si pro něj nepřijely stráže.
str_ms_v_administration_remour_descr_fac4|Souseda včera strčili do lochu. A za co? Vždyť nic neprovedl! Jenom ukradl koně...
str_ms_v_administration_remour_descr_fac5|Od té doby, co máme ve vsi obecní dům, už chlapi po večerech neklábosí na ulici. Všichni dřepí tam a hádají se o politice.
str_ms_v_judge_short_descr_fac1|Místní soud
str_ms_v_judge_short_descr_fac2|Selský soudce
str_ms_v_judge_short_descr_fac3|Kádí
str_ms_v_judge_short_descr_fac4|Radní
str_ms_v_judge_short_descr_fac5|Obecní soudce
str_ms_v_judge_long_descr_fac1|Rychlý soud znamená pořádek a spokojenost. Když má obec vlastního soudce, může vládce klidně spát.
str_ms_v_judge_long_descr_fac2|Vlastní soudce ve vsi je k nezaplacení. Hned doma ubude hádek a nesvárů.
str_ms_v_judge_long_descr_fac3|Když je ve vesnici kádí, všechny spory mezi obyvatelstvem se řeší rychle a spravedlivě a do pokladnice přibývají další peníze.
str_ms_v_judge_long_descr_fac4|Radní vždycky vyslechne žadatele a pak vydá zákonné rozhodnutí. Zadarmo to ovšem není.
str_ms_v_judge_long_descr_fac5|Obecní soudce je člověk k nezaplacení. Nedovolí, aby někdo okrádal atamana.
str_ms_v_judge_remour_descr_fac1|Ten nový soudce prý nebere úplatky. Na základě čeho se tedy proboha rozhoduje?
str_ms_v_judge_remour_descr_fac2|Nový soudce si vybírá výplatu výhradně v tekutých tolarech. Ten chudák se brzy uchlastá k smrti.
str_ms_v_judge_remour_descr_fac3|Soudce Astach každý večer vyslechne jeden nový případ. Všichni se na to chodí podívat - ten soudí tak krásně, až z toho bolí srdce.
str_ms_v_judge_remour_descr_fac4|Povídá se, že se ten nový soudce nedá podplatit! Jak teď budou vesničané žít?
str_ms_v_judge_remour_descr_fac5|Polní soudce včera rozhodl, že ta záplavová louka nadále nepatří sousednímu klášteru, ale dal ji do užívání atamanovi. A skoro nic za to nechtěl, jenom trochu sádla.
str_ms_v_treasurer_short_descr_fac1|Strážce pokladu
str_ms_v_treasurer_short_descr_fac2|Účetní
str_ms_v_treasurer_short_descr_fac3|Pokladník
str_ms_v_treasurer_short_descr_fac4|Účetní
str_ms_v_treasurer_short_descr_fac5|Pokladník
str_ms_v_treasurer_long_descr_fac1|Vybírání daní, to je vážná věc. Ale když se tím pověří správný člověk, nezůstane žádnému sedlákovi příliš těžký měšec.
str_ms_v_treasurer_long_descr_fac2|Vždycky se vyplatí, když umí účetní číst, psát a počítat. Ne že by takový nic neukradl, ale většinou připočítá poplatníkům víc, než kolik si pak nechá.
str_ms_v_treasurer_long_descr_fac3|Když vybírá daně strážce pokladu, naplní se státní pokladna a hned to v ní cinká veseleji.
str_ms_v_treasurer_long_descr_fac4|Pán, který má ve vsi účtaře, se nemusí ničeho obávat. Kdo umí číst a psát, vždycky dá věci nějak do pořádku.
