str_no_string|BRAK LINII!
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|Wojskowi ciągle tylko spierają się o to, gdzie następnej wiosny ruszą z wyprawą.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|Powiadają, że wyznaczono nowego dowódcę piechoty.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|Powiadają, że wyznaczono nowego setnika...
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Chorąży
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Chorąży
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Chorąży
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Chorąży
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Chorąży
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|Umiejętność prowadzenia walki konnej wymagają nauki i szkolenia. Bez właściwego wyszkolenia nie ma zbyt wiele pożytku z kawalerzystów.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|Umiejętność prowadzenia walki konnej wymagają nauki i szkolenia. Bez właściwego wyszkolenia nie ma zbyt wiele pożytku z kawalerzystów.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|Umiejętność prowadzenia walki konnej wymagają nauki i szkolenia. Bez właściwego wyszkolenia nie ma zbyt wiele pożytku z kawalerzystów.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|Umiejętność prowadzenia walki konnej wymagają nauki i szkolenia. Bez właściwego wyszkolenia nie ma zbyt wiele pożytku z kawalerzystów.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|Umiejętność prowadzenia walki konnej wymagają nauki i szkolenia. Bez właściwego wyszkolenia nie ma zbyt wiele pożytku z kawalerzystów.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|Wszyscy wokół nic nie robią, tylko gadają o nowym rotmistrzu.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|Wszyscy wokół nic nie robią, tylko gadają o nowym setniku.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|Wszyscy wokół nic nie robią, tylko gadają o nowym adze.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|Wszyscy wokół nic nie robią, tylko gadają o nowym kapitanie dragonów.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|Wszyscy wokół nic nie robią, tylko gadają o nowym esaule.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Kapitan pułków szyku niemieckiego
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Kapitan pułków szyku niemieckiego
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Kapitan pułków szyku niemieckiego
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Kapitan pułków szyku niemieckiego
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Kapitan pułków szyku niemieckiego
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|Pułki zawsze powinny mieć kapitana, żeby miał kto utrzymywać porządek i szkolić rekrutów.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|Zadaniem okolniczego jest szkolenie pospolitego ruszenia, żeby umieli trzymać piki i strzelać z samopału.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Strzelanie z muszkietów nie jest łatwą sprawą, dlatego tylko tureccy mistrzowie są zapraszani do szkolenia rekrutów.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|Wojska piesze zawsze powinny mieć nad sobą setnika, żeby w wojsku był porządek i miał kto szkolić rekrutów.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|Kozacy zawsze powinni mieć nad sobą setnika, żeby w wojsku był porządek i miał kto szkolić rekrutów.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|Powiadają, że wyznaczono nowego setnika polskiej piechoty.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|Powiadają, że wyznaczono nowego setnika strzelców.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|W mieście co chwilę słychać grzechot muszkietów - nowy azab-aga znakomicie szkoli rekrutów.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|Powiadają, że wyznaczono nowego dowódcę piechoty.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|Powiadają, że wyznaczono nowego setnika...
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Setnik ciężkiej kawalerii
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Setnik ciężkiej kawalerii
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Setnik ciężkiej kawalerii
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Setnik ciężkiej kawalerii
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Setnik ciężkiej kawalerii
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|Zadanie setnika ciężkiej kawalerii - szkolenie kozaków i dbanie o to, żeby byli w stanie z łuków strzelać.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|Setnik ma proste zadanie - zebrać rezerwy z jazdy szlacheckiej i wdrożyć je do służby.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|Szkolenie elitarnych wojsk, to nie jest tania przyjemność, lecz jest warta tych pieniędzy.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|Szkolenie kirasjerów wymaga i czasu i pieniędzy, lecz jest tego warte - mało kto ustoi przed rotą kirasjerów.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Choć strażnicy nie są tak silni jak husaria, to swoje zadanie wypełniają znakomicie. Dlatego bez nich wojska być nie może.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|Ludzie nic nie robią, tylko gadają o nowym setniku.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|Ludzie nic nie robią, tylko gadają o nowym setniku.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|Miasto tętni życiem - beshli-aga szkoli nowych żołnierzy tak, jakby byli przeznaczeni dla samego chana!
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|Ludzie nic nie robią, tylko gadają o nowym kapitanie kirasjerów.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|Kureniowy ataman kawalerii
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Kureniowy ataman kawalerii
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Kureniowy ataman kawalerii
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Kureniowy ataman kawalerii
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Kureniowy ataman kawalerii
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Kureniowy ataman kawalerii
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Skrzydlaci husarze słusznie uważani są za elitę wojsk Rzeczypospolitej. Armia, w której służy przynajmniej kompania husarów, ma duże szanse na zwycięstwo.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|Jazda bojarska - doskonale wyposażona i wyszkolona. Z jej pomocą można pokonać każdego wroga.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Nasza ciężka kawaleria słusznie uważana jest za najlepszą w całej Europie!
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|Nasi szwedzcy rajtarzy słusznie uważani są za elitę szwedzkiej armii.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|Choć zaporoska kawaleria nie jest liczna, ich wysokie umiejętności i dyscyplina czynią z niej groźną siłę na polu walki.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|Wszędzie tylko się mówi, że z nowymi wojskami czeka nas zwycięstwo.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|Wszędzie tylko się mówi, że z nowymi wojskami czeka nas zwycięstwo.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|Wszędzie tylko się mówi, że z nowymi wojskami czeka nas zwycięstwo.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|Wszędzie tylko się mówi, że z nowymi wojskami czeka nas zwycięstwo.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|Wszędzie tylko się mówi, że z nowymi wojskami czeka nas zwycięstwo.
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Kapitan najemników
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Kapitan najemników
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Kapitan najemników
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Kapitan najemników
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Kapitan najemników
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Najemnicy w oddziale nigdy nie są zbędni - są doświadczeni i umieją szablą robić. A kapitan najemników jest potrzebny, by najlepszych wojaków wybrać.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Najemnicy w oddziale nigdy nie są zbędni - są doświadczeni i umieją szablą robić. A kapitan najemników jest potrzebny, by najlepszych wojaków wybrać.
str_ms_t_upgrade_officer_mercenary_long_descr_fac3|Najemnicy w oddziale nigdy nie są zbędni - są doświadczeni i umieją szablą robić. A kapitan najemników jest potrzebny, by najlepszych wojaków wybrać.
str_ms_t_upgrade_officer_mercenary_long_descr_fac4|Najemnicy w oddziale nigdy nie są zbędni - są doświadczeni i umieją szablą robić. A kapitan najemników jest potrzebny, by najlepszych wojaków wybrać.
str_ms_t_upgrade_officer_mercenary_long_descr_fac5|Najemnicy w oddziale nigdy nie są zbędni - są doświadczeni i umieją szablą robić. A kapitan najemników jest potrzebny, by najlepszych wojaków wybrać.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac1|W mieście, jak w starożytnym Babilonie, wymieszały się różne narody, a już ilu najemników z obcych krajów się pojawiło.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac2|W mieście, jak w starożytnym Babilonie, wymieszały się różne narody, a już ilu najemników z obcych krajów się pojawiło.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac3|W mieście, jak w starożytnym Babilonie, wymieszały się różne narody, a już ilu najemników z obcych krajów się pojawiło.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac4|W mieście, jak w starożytnym Babilonie, wymieszały się różne narody, a już ilu najemników z obcych krajów się pojawiło.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac5|W mieście, jak w starożytnym Babilonie, wymieszały się różne narody, a już ilu najemników z obcych krajów się pojawiło.
str_ms_v_mill_short_descr_fac1|Młyn
str_ms_v_mill_short_descr_fac2|Młyn
str_ms_v_mill_short_descr_fac3|Młyn
str_ms_v_mill_short_descr_fac4|Młyn
str_ms_v_mill_short_descr_fac5|Młyn
str_ms_v_mill_long_descr_fac1|Od tego czasu, jak ludzie nauczyli się piec chleb, młyn to doskonałe źródło dochodów.
str_ms_v_mill_long_descr_fac2|Od tego czasu, jak ludzie nauczyli się piec chleb, młyn to doskonałe źródło dochodów.
str_ms_v_mill_long_descr_fac3|Od tego czasu, jak ludzie nauczyli się piec chleb, młyn to doskonałe źródło dochodów.
str_ms_v_mill_long_descr_fac4|Od tego czasu, jak ludzie nauczyli się piec chleb, młyn to doskonałe źródło dochodów.
str_ms_v_mill_long_descr_fac5|Od tego czasu, jak ludzie nauczyli się piec chleb, młyn to doskonałe źródło dochodów.
str_ms_v_mill_remour_descr_fac1|Powiadają, że stary młynarz o mało nie targnął się na swoje życie, kiedy dowiedział się o nowym młynie.
str_ms_v_mill_remour_descr_fac2|Młynarz rozpuszcza plotki, że w nowym młynie do mąki dodają rozmaite świństwa.
str_ms_v_mill_remour_descr_fac3|Chwała Allachowi! Teraz w mieście jest kilka młynów i prawowierni mogą wybrać, gdzie mielić ziarno.
str_ms_v_mill_remour_descr_fac4|Wraz z pojawieniem się nowego młyna ceny na mąkę nieco spadły.
str_ms_v_mill_remour_descr_fac5|A młynarz, powiadają, to czarownik...
str_ms_v_barn_short_descr_fac1|Stodoła
str_ms_v_barn_short_descr_fac2|Stodoła
str_ms_v_barn_short_descr_fac3|Stodoła
str_ms_v_barn_short_descr_fac4|Stodoła
str_ms_v_barn_short_descr_fac5|Stodoła
str_ms_v_barn_long_descr_fac1|We własnej stodole można zebrać zapasy, a potem sprzedać je za dobrą cenę.
str_ms_v_barn_long_descr_fac2|We własnej stodole można zebrać zapasy, a potem sprzedać je za dobrą cenę.
str_ms_v_barn_long_descr_fac3|We własnej stodole można zebrać zapasy, a potem sprzedać je za dobrą cenę.
str_ms_v_barn_long_descr_fac4|We własnej stodole można zebrać zapasy, a potem sprzedać je za dobrą cenę.
str_ms_v_barn_long_descr_fac5|We własnej stodole można zebrać zapasy, a potem sprzedać je za dobrą cenę.
str_ms_v_barn_remour_descr_fac1|Mówi się, że w nowej stodole władca nie tylko ziarno składuje, ale i złoto...
str_ms_v_barn_remour_descr_fac2|Słyszałem, że okradziono wczoraj spichlerz wojewody. Dobrze mu tak.
str_ms_v_barn_remour_descr_fac3|Chciwy bek zapełnił spichlerz ziarnem i pod koniec zimy sprzedaje je trzy razy drożej.
str_ms_v_barn_remour_descr_fac4|Nasz władca jest sprytny jak lis. Zgromadził ziarno w swoim składzie i sprzedaje je po zawyżonych cenach.
str_ms_v_barn_remour_descr_fac5|W nowej komorze całe ziarno zjadły myszy - ależ było śmiechu!
str_ms_v_school_short_descr_fac1|Szkoła
str_ms_v_school_short_descr_fac2|Szkoła
str_ms_v_school_short_descr_fac3|Szkoła
str_ms_v_school_short_descr_fac4|Szkoła
str_ms_v_school_short_descr_fac5|Szkoła
str_ms_v_school_long_descr_fac1|Jeśli dzieci uczą się liczenia, pisania i prawa bożego - wyrastają z nich wierni poddani.
str_ms_v_school_long_descr_fac2|Jeśli dzieci uczą się liczenia, pisania i prawa bożego - wyrastają z nich wierni poddani.
str_ms_v_school_long_descr_fac3|Jeśli dzieci uczą się liczenia, pisania i prawa bożego - wyrastają z nich wierni poddani.
str_ms_v_school_long_descr_fac4|Jeśli dzieci uczą się liczenia, pisania i prawa bożego - wyrastają z nich wierni poddani.
str_ms_v_school_long_descr_fac5|Jeśli dzieci uczą się liczenia, pisania i prawa bożego - wyrastają z nich wierni poddani.
str_ms_v_school_remour_descr_fac1|Syna do szkoły oddaliśmy. Teraz na książki przyjdzie pieniądze wydawać.
str_ms_v_school_remour_descr_fac2|Szkoła ta - jedna wielka zabawa. Nie ma kto teraz paść gęsi.
str_ms_v_school_remour_descr_fac3|Dzieci chodzą do szkoły. Może wyrosną z nich kadi lub mufti?
str_ms_v_school_remour_descr_fac4|Czytanie i pisanie, oczywiście, jest to dzieciom potrzebne. Lecz strasznie to droga sprawa.
str_ms_v_school_remour_descr_fac5|Kozackie dzieci nie muszą umieć czytać i pisać. Lecz skoro pan tak kazał - będziem je prowadzać.
str_ms_v_secret_place_short_descr_fac1|Skarbnica
str_ms_v_secret_place_short_descr_fac2|Skarbnica
str_ms_v_secret_place_short_descr_fac3|Skarbnica
str_ms_v_secret_place_short_descr_fac4|Skarbnica
str_ms_v_secret_place_short_descr_fac5|Skarbnica
str_ms_v_secret_place_long_descr_fac1|Zawsze trzeba mieć miejsce, gdzie można schować łupy po najeździe.
str_ms_v_secret_place_long_descr_fac2|Prawdę powiadają, im dalej położysz, tym bliżej weźmiesz. Posiadając schron można uchronić dobra przed rozbojem.
str_ms_v_secret_place_long_descr_fac3|W tych niełatwych czasach nie zaszkodzi posiadać tajnego skarbca. Przecież w czasie wojny nawet jęczmień jest skarbem.
str_ms_v_secret_place_long_descr_fac4|W tajnym schronie można schować przed wrogami zapasy i prowiant.
str_ms_v_secret_place_long_descr_fac5|Zły jest gospodarz, który nie ma tajnego magazynu. Przecież najeźdźcy zabiorą tylko to, co znajdą.
str_ms_v_secret_place_remour_descr_fac1|Powiadają, że starosta gdzieś chowa skarb. Całe dwadzieścia talarów!
str_ms_v_secret_place_remour_descr_fac2|Starosta gdzieś ukrył całą wódkę. Chłopy już trzeci dzień nie pracują, a jeno wódy szukają.
str_ms_v_secret_place_remour_descr_fac3|Nasz bej ma chciwe ręce. Zbudował skarbiec, a gdzie - nikomu nie powiedział.
str_ms_v_secret_place_remour_descr_fac4|Powiadają, że w tajnym schronie zebrano ogromne zapasy. Teraz nie są nam straszne najazdy.
str_ms_v_secret_place_remour_descr_fac5|Zeszłej niedzieli chłopcy znaleźli tajną skrytkę z horyłką i sadłem. Starosta o mało nie pękł z wściekłości - wypili i zżarli cały prowiant.
str_ms_v_administration_short_descr_fac1|Budynek rady
str_ms_v_administration_short_descr_fac2|Budynek rady
str_ms_v_administration_short_descr_fac3|Budynek rady
str_ms_v_administration_short_descr_fac4|Budynek rady
str_ms_v_administration_short_descr_fac5|Budynek rady
str_ms_v_administration_long_descr_fac1|Rada wiejska - doskonałe wsparcie dla starosty. Tu można się zbierać wieczorami, żeby rozwiązać najpilniejsze problemy.
str_ms_v_administration_long_descr_fac2|Jeśli we wsi jest więzienie - porządku będzie więcej, nie musisz chodzić do wróżki.
str_ms_v_administration_long_descr_fac3|W domu beja można przetrzymywać przestępców i sądzić. Dzięki niemu zadowolenie mieszkańców będzie rosło.
str_ms_v_administration_long_descr_fac4|Areszt - miejsce do przetrzymywania przestępców i naruszycieli prawa. Dzięki aresztowi niepokoje szybko wygasną.
str_ms_v_administration_long_descr_fac5|W kureniowej chacie przechowywane są ważne dokumenty. A jeśli któryś z chłopców pohula, można potrzymać go w zamknięciu aż się uspokoi.
str_ms_v_administration_remour_descr_fac1|Wczoraj w budynku rady starosta z wójtem do rana siedzieli. O świcie wyniesiono obu.
str_ms_v_administration_remour_descr_fac2|Sąsiad się napił i całą noc szalał. Potem trzy dni w ciemnicy siedział.
str_ms_v_administration_remour_descr_fac3|Wczoraj we wsi złapano złodzieja. Na szczęście w domu beja jest cela, gdzie go przetrzymano do przyjazdu straży.
str_ms_v_administration_remour_descr_fac4|Wczoraj sąsiada posadzili. A cóż on zrobił? W sumie tylko konia ukradł...
str_ms_v_administration_remour_descr_fac5|Od czasu jak we wsi powstała kureniowa chata, nie znajdziesz wieczorami chłopców na ulicy. Wszyscy w chacie siedzą i o polityce prawią.
