str_no_string|AUCUNE CHAÎNE !
str_ms_t_garrison_commander_remour_descr_fac4|Maudit soit le nouveau commandant ! Il entraîne des habitants innocents vers la mort, comme s'il s'agissait de nouvelles recrues...
str_ms_t_garrison_commander_remour_descr_fac5|Le nouveau commandant est dur. Il a donné à ses gars des poteaux d'entraînement en guise de piques et leur a ordonné de courir autour du champ jusqu'à ce qu'ils s'écroulent.
str_ms_t_upgrade_officer_infantry_short_descr_fac1|Commandeur d'infanterie
str_ms_t_upgrade_officer_infantry_short_descr_fac2|Commandeur d'infanterie
str_ms_t_upgrade_officer_infantry_short_descr_fac3|Commandeur d'infanterie
str_ms_t_upgrade_officer_infantry_short_descr_fac4|Commandeur d'infanterie
str_ms_t_upgrade_officer_infantry_short_descr_fac5|Commandeur d'infanterie
str_ms_t_upgrade_officer_infantry_long_descr_fac1|Les soldats doivent toujours avoir un commandeur qui maintiendra l'ordre et entraînera les nouvelles recrues.
str_ms_t_upgrade_officer_infantry_long_descr_fac2|Les tireurs doivent toujours avoir un commandeur qui maintiendra l'ordre et entraînera les nouvelles recrues.
str_ms_t_upgrade_officer_infantry_long_descr_fac3|Bien que la cavalerie soit plus puissante, l'infanterie ne doit jamais être négligée.
str_ms_t_upgrade_officer_infantry_long_descr_fac4|L'infanterie doit toujours avoir un commandeur qui maintiendra l'ordre et entraînera les nouvelles recrues.
str_ms_t_upgrade_officer_infantry_long_descr_fac5|Les Cosaques doivent toujours avoir un commandeur qui maintiendra l'ordre et entraînera les nouvelles recrues.
str_ms_t_upgrade_officer_infantry_remour_descr_fac1|On dit que les zolniers ont un nouveau commandeur.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2|On dit qu'un nouveau commandeur a été nommé.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|Les hommes ne parlent que de l'endroit qu'ils mettront à sac au printemps prochain.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|Les hommes disent qu'un nouveau commandeur d'infanterie a été nommé.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|On dit qu'un nouveau commandeur a été nommé.
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Commandeur de cavalerie
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Commandeur de cavalerie
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Commandeur de cavalerie
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Commandeur de cavalerie
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Commandeur de cavalerie
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|Les compétences de combat à cheval nécessitent de l'entraînement et des connaissances. Sans des exercices adéquats, une unité de cavalerie n'est pas très efficace.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|Les compétences de combat à cheval nécessitent de l'entraînement et des connaissances. Sans des exercices adéquats, une unité de cavalerie n'est pas très efficace.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|Les compétences de combat à cheval nécessitent de l'entraînement et des connaissances. Sans des exercices adéquats, une unité de cavalerie n'est pas très efficace.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|Les compétences de combat à cheval nécessitent de l'entraînement et des connaissances. Sans des exercices adéquats, une unité de cavalerie n'est pas très efficace.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|Les compétences de combat à cheval nécessitent de l'entraînement et des connaissances. Sans des exercices adéquats, une unité de cavalerie n'est pas très efficace.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|On parle beaucoup du nouveau capitaine de cavalerie.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|On parle beaucoup du nouveau commandeur de cavalerie.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|On parle beaucoup du nouvel aga.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|On parle beaucoup du nouveau capitaine des dragons.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|On parle beaucoup du nouveau yesaul.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Commandeur de la garde
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Commandeur de la garde
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Commandeur de la garde
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Commandeur de la garde
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Commandeur de la garde
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|Il devrait toujours y avoir un capitaine des régiments pour maintenir la discipline et entraîner les recrues.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|Le travail d'un commandeur de régiment est d'entraîner les hommes de guerre afin de leur apprendre à manier la pique et à tirer au pistolet.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Tirer au mousquet n'est pas une tâche facile. Les maîtres turcs sont invités à entraîner les recrues.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|Un commandeur doit toujours veiller sur ses hommes d'infanterie pour maintenir l'ordre et entraîner les recrues.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|Un commandeur doit toujours veiller sur ses Cosaques pour maintenir l'ordre et entraîner les recrues.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|On dit qu'un nouveau commandeur d'infanterie a été nommé.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|On dit qu'un nouveau commandeur des tireurs a été nommé.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|Le bruit des mousquets résonne dans la cité. Le nouvel azab-aga entraîne très bien les nouvelles recrues.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|On dit qu'un nouveau capitaine d'infanterie a été nommé.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|On dit qu'un nouveau commandeur a été nommé.
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Commandeur de la cavalerie lourde
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Commandeur de la cavalerie lourde
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Commandeur de la cavalerie lourde
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Commandeur de la cavalerie lourde
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Commandeur de la cavalerie lourde
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|Le rôle du commandeur de la cavalerie lourde est d'entraîner les Cosaques et de s'assurer qu'ils tirent avec précision.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|Le rôle du commandeur est simple. Rassembler une milice à partir de la cavalerie domaniale et recruter les soldats pour le service.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|L'entraînement de guerriers d'élite a un coût, mais le résultat en vaut la peine.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|L'entraînement des cuirassiers prend du temps et coûte de l'argent, mais cela en vaut la peine. Peu d'ennemis peuvent survivre à l'assaut d'une compagnie de cuirassiers.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Les gardes ne sont peut-être pas aussi efficaces que les hussards, mais ils s'acquitteront correctement de leur tâche. Votre armée ne peut pas se passer d'eux.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|On parle beaucoup du nouveau commandeur.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|On parle beaucoup du nouveau commandeur.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|La ville est en émoi. Le beshli-aga entraîne ses nouveaux guerriers comme s'ils devaient se battre pour le khan en personne !
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|On parle beaucoup du nouveau capitaine des cuirassiers.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|Capitaine des sauveteurs
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Capitaine des sauveteurs
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Capitaine des sauveteurs
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Capitaine des sauveteurs
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Capitaine des sauveteurs
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Capitaine des sauveteurs
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Les hussards ailés officiels sont considérés comme la force d'élite de la République de Pologne. Une armée dotée d'une seule compagnie de hussards ailés a bien plus de chances d'emporter la victoire.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|La cavalerie noble est bien armée et très entraînée. Tous les ennemis succombent à ses assauts.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Notre cavalerie lourde est considérée comme étant la meilleure d'Europe et elle a bien mérité cette distinction.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|Nos reîtres forment les troupes d'élite de l'armée suédoise.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|Les cavaliers zaporogues sont peu nombreux, mais leur excellent entraînement et leur discipline font d'eux une force meurtrière sur le champ de bataille.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|On parle beaucoup des nouvelles forces qui vont nous apporter la victoire.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|On parle beaucoup des nouvelles forces qui vont nous apporter la victoire.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|On parle beaucoup des nouvelles forces qui vont nous apporter la victoire.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|On parle beaucoup des nouvelles forces qui vont nous apporter la victoire.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|On parle beaucoup des nouvelles forces qui vont nous apporter la victoire.
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Capitaine mercenaire
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Capitaine mercenaire
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Capitaine mercenaire
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Capitaine mercenaire
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Capitaine mercenaire
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Les mercenaires se montrent toujours utiles. Ce sont des hommes aguerris et de bons épéistes. Un capitaine mercenaire peut rassembler les meilleurs guerriers des environs.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Les mercenaires se montrent toujours utiles. Ce sont des hommes aguerris et de bons épéistes. Un capitaine mercenaire peut rassembler les meilleurs guerriers des environs.
str_ms_t_upgrade_officer_mercenary_long_descr_fac3|Les mercenaires se montrent toujours utiles. Ce sont des hommes aguerris et de bons épéistes. Un capitaine mercenaire peut rassembler les meilleurs guerriers des environs.
str_ms_t_upgrade_officer_mercenary_long_descr_fac4|Les mercenaires se montrent toujours utiles. Ce sont des hommes aguerris et de bons épéistes. Un capitaine mercenaire peut rassembler les meilleurs guerriers des environs.
str_ms_t_upgrade_officer_mercenary_long_descr_fac5|Les mercenaires se montrent toujours utiles. Ce sont des hommes aguerris et de bons épéistes. Un capitaine mercenaire peut rassembler les meilleurs guerriers des environs.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac1|La cité est un mélange de nations, comme l'ancienne Babylone. On y trouve de nombreux mercenaires étrangers.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac2|La cité est un mélange de nations, comme l'ancienne Babylone. On y trouve de nombreux mercenaires étrangers.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac3|La cité est un mélange de nations, comme l'ancienne Babylone. On y trouve de nombreux mercenaires étrangers.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac4|La cité est un mélange de nations, comme l'ancienne Babylone. On y trouve de nombreux mercenaires étrangers.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac5|La cité est un mélange de nations, comme l'ancienne Babylone. On y trouve de nombreux mercenaires étrangers.
str_ms_v_mill_short_descr_fac1|Moulin
str_ms_v_mill_short_descr_fac2|Moulin
str_ms_v_mill_short_descr_fac3|Moulin
str_ms_v_mill_short_descr_fac4|Moulin
str_ms_v_mill_short_descr_fac5|Moulin
str_ms_v_mill_long_descr_fac1|Depuis que les hommes ont appris l'art de faire du pain, un moulin est une source précieuse de revenus.
str_ms_v_mill_long_descr_fac2|Depuis que les hommes ont appris l'art de faire du pain, un moulin est une source précieuse de revenus.
str_ms_v_mill_long_descr_fac3|Depuis que les hommes ont appris l'art de faire du pain, un moulin est une source précieuse de revenus.
str_ms_v_mill_long_descr_fac4|Depuis que les hommes ont appris l'art de faire du pain, un moulin est une source précieuse de revenus.
str_ms_v_mill_long_descr_fac5|Depuis que les hommes ont appris l'art de faire du pain, un moulin est une source précieuse de revenus.
str_ms_v_mill_remour_descr_fac1|Il paraît que le vieux meunier était au bord du suicide lorsqu'il a appris qu'on construisait un nouveau moulin.
str_ms_v_mill_remour_descr_fac2|Le meunier répand la rumeur que le nouveau moulin met des choses répugnantes dans le pain.
str_ms_v_mill_remour_descr_fac3|Qu'Allah soit loué ! Maintenant, il y a plusieurs moulins dans la cité et les fidèles peuvent choisir où moudre leur grain.
str_ms_v_mill_remour_descr_fac4|Depuis que le nouveau moulin a été construit, le prix de la farine a baissé.
str_ms_v_mill_remour_descr_fac5|On dit que le meunier est un sorcier...
str_ms_v_barn_short_descr_fac1|Entrepôt
str_ms_v_barn_short_descr_fac2|Entrepôt
str_ms_v_barn_short_descr_fac3|Entrepôt
str_ms_v_barn_short_descr_fac4|Entrepôt
str_ms_v_barn_short_descr_fac5|Entrepôt
str_ms_v_barn_long_descr_fac1|Dans votre entrepôt, vous pouvez garder une réserve de grains qui sera vendue à un bon prix.
str_ms_v_barn_long_descr_fac2|Dans votre entrepôt, vous pouvez garder une réserve de grains qui sera vendue à un bon prix.
str_ms_v_barn_long_descr_fac3|Dans votre entrepôt, vous pouvez garder une réserve de grains qui sera vendue à un bon prix.
