str_no_string|¡NO STRING!
str_ms_t_garrison_commander_long_descr_fac4|Un gobernador de castillo mantiene la disciplina de la guarnición y puede organizar rápidamente una milicia en caso de ataque.
str_ms_t_garrison_commander_long_descr_fac5|Un buen comandante conoce a todos los ciudadanos como la palma de su mano. Puede hacer que, llegado el caso, todos tomen las armas en un momento.
str_ms_t_garrison_commander_remour_descr_fac1|El gobernador del castillo ha disciplinado tan bien a sus soldados que hasta cuando van al lavabo lo hacen desfilando.
str_ms_t_garrison_commander_remour_descr_fac2|El voivoda instruyó a las tropas el otro día. Fracturó algunas mandíbulas y quebró varias costillas.
str_ms_t_garrison_commander_remour_descr_fac3|Gracias al nuevo dizdar todos nuestros hombres reciben formación militar cada día. ¡No queda nadie para hacer el trabajo!
str_ms_t_garrison_commander_remour_descr_fac4|¡Maldito sea el nuevo gobernador del castillo! Entrena brutalmente a los pobres ciudadanos como si fueran reclutas...
str_ms_t_garrison_commander_remour_descr_fac5|El nuevo comandante es un tipo duro. Dio a los muchachos estacas de entrenamiento para hacer picas y les ordenó dar vueltas por el campo hasta que cayeran desplomados.
str_ms_t_upgrade_officer_infantry_short_descr_fac1|Comandante de infantería
str_ms_t_upgrade_officer_infantry_short_descr_fac2|Comandante de infantería
str_ms_t_upgrade_officer_infantry_short_descr_fac3|Comandante de infantería
str_ms_t_upgrade_officer_infantry_short_descr_fac4|Comandante de infantería
str_ms_t_upgrade_officer_infantry_short_descr_fac5|Comandante de infantería
str_ms_t_upgrade_officer_infantry_long_descr_fac1|Los soldados deben tener siempre un comandante que mantenga el orden y entrene a los nuevos reclutas.
str_ms_t_upgrade_officer_infantry_long_descr_fac2|Los tiradores deben tener siempre un comandante de mando que mantenga el orden y entrene a los nuevos reclutas.
str_ms_t_upgrade_officer_infantry_long_descr_fac3|La caballería tiene más fuerza, está claro, pero no se debe descuidar la infantería.
str_ms_t_upgrade_officer_infantry_long_descr_fac4|La infantería siempre debe contar con un comandante que mantenga el orden y entrene a los nuevos reclutas.
str_ms_t_upgrade_officer_infantry_long_descr_fac5|Los cosacos deben tener siempre un comandante que mantenga el orden y entrene a los nuevos reclutas.
str_ms_t_upgrade_officer_infantry_remour_descr_fac1|Dicen que los zolniers tienen un nuevo comandante.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2|Dicen que han nombrado a un nuevo comandante de mando para los tiradores.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|Los militares solo discuten sobre qué lugar asaltarán la próxima primavera.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|Los hombres dicen que han nombrado un nuevo comandante de infantería.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|Dicen que han nombrado un un nuevo comandante.
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Comandante de caballería
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Comandante de caballería
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Comandante de caballería
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Comandante de caballería
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Comandante de caballería
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|El combate a caballo requiere formación y conocimiento. Sin un entrenamiento adecuado, una unidad de caballería no tiene demasiada utilidad.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|El combate a caballo requiere formación y conocimiento. Sin un entrenamiento adecuado, una unidad de caballería no tiene demasiada utilidad.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|El combate a caballo requiere formación y conocimiento. Sin un entrenamiento adecuado, una unidad de caballería no tiene demasiada utilidad.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|El combate a caballo requiere formación y conocimiento. Sin un entrenamiento adecuado, una unidad de caballería no tiene demasiada utilidad.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|El combate a caballo requiere formación y conocimiento. Sin un entrenamiento adecuado, una unidad de caballería no tiene demasiada utilidad.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|Se ha hablado mucho últimamente sobre el nuevo capitán de caballería.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|Se ha hablado mucho últimamente sobre el nuevo comandante de caballería.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|Se ha hablado mucho últimamente sobre el nuevo aga.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|Se ha hablado mucho últimamente sobre el nuevo capitán de dragones.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|Se ha hablado mucho últimamente sobre el nuevo yesaul.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Comandante de guardia
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Comandante de guardia
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Comandante de guardia
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Comandante de guardia
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Comandante de guardia
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|Siempre debe haber un capitán en los regimientos para mantener la disciplina y entrenar a los reclutas.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|La misión del comandante de regimiento es entrenar a los soldados, enseñarles a sostener las picas y a disparar sus armas.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Disparar un mosquete no es fácil. Profesionales turcos son invitados para entrenar a los reclutas.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|Siempre debe haber un comandante que supervise a los soldados de infantería para mantener el orden y entrenar a los reclutas.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|Siempre debe haber un comandante que supervise a los cosacos para mantener el orden y entrenar a los reclutas.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|Dicen que han nombrado a un nuevo comandante de infantería.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|Dicen que han nombrado a un nuevo comandante de tiradores.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|Los mosquetes retumban por toda la ciudad: el nuevo azab-aga está entrenando muy bien a sus reclutas.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|Dicen que han nombrado a un nuevo capitán de infantería.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|Dicen que han nombrado un un nuevo comandante.
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Comandante de caballería pesada
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Comandante de caballería pesada
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Comandante de caballería pesada
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Comandante de caballería pesada
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Comandante de caballería pesada
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|La misión del comandante de la caballería local es entrenar a los cosacos y asegurarse de que saben disparar con precisión.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|La misión del comandante es fácil. Formar una milicia a partir de la caballería local y reclutarla para el servicio.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|Entrenar a los guerreros de élite no es barato, pero sin duda vale la pena.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|Entrenar a los coraceros requiere mucho tiempo y dinero, pero vale la pena. Pocos son capaces de sobrevivir un ataque de una compañía de coraceros.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Puede que los guardias no sean tan fuertes como los húsares, pero son capaces de hacer bien su trabajo. Tu ejército no puede llegar lejos sin ellos.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|Se habla mucho del nuevo comandante.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|Se habla mucho del nuevo comandante.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|Hay mucho movimiento en la ciudad. ¡El beshli-aga entrena a sus nuevos guerreros como si fueran a luchar para el kan en persona!
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|Se habla mucho del nuevo capitán de coraceros.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|Capitán de la guardia de élite
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Capitán de la guardia de élite
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Capitán de la guardia de élite
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Capitán de la guardia de élite
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Capitán de la guardia de élite
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Capitán de la guardia de élite
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Los húsares alados son considerados con justicia la fuerzas de élite de la república de Polonia. Un ejército que tenga al menos una compañía de húsares alados dispone de unas probabilidades mucho más elevadas de victoria.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|La caballería de los nobles está bien armada y entrenada. Cualquier enemigo puede caer bajo su ataque.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Nuestra caballería pesada está considerada como la mejor de Europa, ¡y tal distinción es bien merecida!
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|Nuestros jinetes suecos son con justicia las fuerzas de élite del ejército sueco.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|La caballería de Zaporozhia es escasa en número, pero su excelente entrenamiento y disciplina la convierten en una fuerza letal en el campo de batalla.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|Se habla mucho de las nuevas tropas que van a ayudarnos a obtener la victoria.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|Se habla mucho de las nuevas tropas que van a ayudarnos a obtener la victoria.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|Se habla mucho de las nuevas tropas que van a ayudarnos a obtener la victoria.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|Se habla mucho de las nuevas tropas que van a ayudarnos a obtener la victoria.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|Se habla mucho de las nuevas tropas que van a ayudarnos a obtener la victoria.
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Capitán de mercenarios
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Capitán de mercenarios
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Capitán de mercenarios
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Capitán de mercenarios
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Capitán de mercenarios
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Los mercenarios siempre resultan útiles. Son hombres curtidos, hábiles con la espada. Un capitán mercenario puede elegir los mejores guerreros disponibles.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Los mercenarios siempre resultan útiles. Son hombres curtidos, hábiles con la espada. Un capitán mercenario puede elegir los mejores guerreros disponibles.
str_ms_t_upgrade_officer_mercenary_long_descr_fac3|Los mercenarios siempre resultan útiles. Son hombres curtidos, hábiles con la espada. Un capitán mercenario puede elegir los mejores guerreros disponibles.
str_ms_t_upgrade_officer_mercenary_long_descr_fac4|Los mercenarios siempre resultan útiles. Son hombres curtidos, hábiles con la espada. Un capitán mercenario puede elegir los mejores guerreros disponibles.
str_ms_t_upgrade_officer_mercenary_long_descr_fac5|Los mercenarios siempre resultan útiles. Son hombres curtidos, hábiles con la espada. Un capitán mercenario puede elegir los mejores guerreros disponibles.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac1|La ciudad es una mezcla de naciones, como la antigua Babilonia. Hay muchos mercenarios extranjeros por aquí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac2|La ciudad es una mezcla de naciones, como la antigua Babilonia. Hay muchos mercenarios extranjeros por aquí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac3|La ciudad es una mezcla de naciones, como la antigua Babilonia. Hay muchos mercenarios extranjeros por aquí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac4|La ciudad es una mezcla de naciones, como la antigua Babilonia. Hay muchos mercenarios extranjeros por aquí.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac5|La ciudad es una mezcla de naciones, como la antigua Babilonia. Hay muchos mercenarios extranjeros por aquí.
str_ms_v_mill_short_descr_fac1|Molino
str_ms_v_mill_short_descr_fac2|Molino
str_ms_v_mill_short_descr_fac3|Molino
str_ms_v_mill_short_descr_fac4|Molino
str_ms_v_mill_short_descr_fac5|Molino
str_ms_v_mill_long_descr_fac1|Desde que los hombres aprendieron el arte de hacer pan, un molino es una buena fuente de ingresos.
str_ms_v_mill_long_descr_fac2|Desde que los hombres aprendieron el arte de hacer pan, un molino es una buena fuente de ingresos.
str_ms_v_mill_long_descr_fac3|Desde que los hombres aprendieron el arte de hacer pan, un molino es una buena fuente de ingresos.
str_ms_v_mill_long_descr_fac4|Desde que los hombres aprendieron el arte de hacer pan, un molino es una buena fuente de ingresos.
str_ms_v_mill_long_descr_fac5|Desde que los hombres aprendieron el arte de hacer pan, un molino es una buena fuente de ingresos.
str_ms_v_mill_remour_descr_fac1|La gente dice que el viejo molinero casi se suicida al enterarse del nuevo molino.
str_ms_v_mill_remour_descr_fac2|El molinero está difundiendo rumores según los cuales en el nuevo molino se emplean materiales contaminados para hacer el pan.
str_ms_v_mill_remour_descr_fac3|¡Bendito sea Alá! Ahora hay varios molinos en la ciudad y el fiel puede elegir el lugar donde va a moler el grano.
str_ms_v_mill_remour_descr_fac4|Desde que se construyó el nuevo molino, el precio de la harina ha caído.
str_ms_v_mill_remour_descr_fac5|Corre el rumor de que el molinero es un brujo...
str_ms_v_barn_short_descr_fac1|Almacén
str_ms_v_barn_short_descr_fac2|Almacén
str_ms_v_barn_short_descr_fac3|Almacén
str_ms_v_barn_short_descr_fac4|Almacén
str_ms_v_barn_short_descr_fac5|Almacén
